GHGRP FACILITY ID,PRIMARY_OPERATOR
1011497.0,BLUE RACER MIDSTREAM LLC
1011498.0,Revenir Energy Inc
1011499.0,COUNTY OF SEWARD KANSAS
1011501.0,WASTE CONNECTIONS US INC
1011503.0,CONSOL ENERGY INC
1011510.0,TARGA RESOURCES CORP
1011516.0,FORESIGHT RESERVES LP
1011524.0,HESS CORP
1011526.0,ROCKPOINT GAS STORAGE PARTNERS LP
1011527.0,HESS CORP
1011530.0,KINDER MORGAN INC
1011531.0,WILDFIRE ENERGY LLC
1011532.0,HOMER ELECTRIC ASSOC INC
1011534.0,BLACKBRUSH O & G LLC
1011538.0,"Fundare Resources Operating CO, LLC"
1011541.0,THE PROCTER & GAMBLE CO
1011543.0,"LS Power Development, LLC"
1011549.0,MARATHON PETROLEUM CORP
1011553.0,ROXUL USA INC
1011554.0,PANDA TEMPLE POWER II LLC
1011558.0,PIONEER NATURAL RESOURCES CO
1011561.0,DTE ENERGY CO
1011579.0,SPANGLER COMPANIES INC
1011580.0,SPANGLER COS INC
1011582.0,MICHIGAN MILK PRODUCERS ASSOC
1011595.0,COUNTY OF LEA NEW MEXICO
1011596.0,WAPITI OPERATING LLC
1011612.0,CITY OF VERMILLION SOUTH DAKOTA
1011615.0,TRANSCANADA PIPELINE USA LTD
1011627.0,CRESTWOOD ENERGY
1011628.0,KINDER MORGAN INC
1011629.0,W&T OFFSHORE INC
1011631.0,CITY OF MORRILTON ARKANSAS
1011633.0,NESTLE HOLDINGS INC
1011635.0,SUMMIT MIDSTREAM PARTNERS LP
1011636.0,TRANSCANADA PIPELINE USA LTD
1011637.0,NATIONAL GRID USA
1011639.0,SHELL PETROLEUM INC
1011640.0,LACTALIS AMERICAN GROUP INC
1011645.0,SAINT-GOBAIN CORP
1011650.0,NEW JERSEY RESOURCES CORP
1011652.0,URBAN OIL & GAS GROUP LLC
1011654.0,URBAN OIL & GAS GROUP LLC
1011656.0,PRATT ENERGY LLC
1011658.0,BERKSHIRE HATHAWAY INC
1011659.0,ENDEAVOR ENERGY RESOURCES LP
1011662.0,STANOLIND PRODUCTION LLC
1011663.0,DECATUR COUNTY BOARD OF COMMISSIONERS
1011666.0,GULFPORT ENERGY OPERATING CORP
1011669.0,CITY OF CLOVIS CALIFORNIA
1011670.0,COGENT MIDSTREAM WESTEX LLC
1011673.0,HOLMES WESTERN OIL CORP
1011674.0,SAGE NATURAL RESOURCES LLC
1011676.0,LAKE COUNTY
1011677.0,BERKSHIRE HATHAWAY INC
1011681.0,EVERGREEN CLEAN ENERGY CORP
1011682.0,BRIDGESTONE AMERICAS INC
1011683.0,ENTEK INTERNATIONAL LLC
1011684.0,SAGE NATURAL RESOURCES LLC
1011685.0,DOMINION ENERGY INC
1011688.0,EQUINOR US HOLDINGS INC
1011690.0,CENTENNIAL RESOURCE DEVELOPMENT INC
1011691.0,ALKEGEN (FORMERLY UNIFRAX LLC)
1011696.0,COUNTY OF HAYWOOD
1011697.0,WORTHINGTON INDUSTRIES INC
1011701.0,WALTER OIL & GAS CORP
1011702.0,HUDSON ENERGY NY LLC
1011705.0,ENLINK MIDSTREAM LLC
1011706.0,GULFPORT ENERGY OPERATING CORP
1011708.0,WESTLAKE CHEMICAL CORP
1011710.0,DARLING INGREDIENTS INC
1011716.0,KINGS WASTE & RECYCLING AUTHORITY
1011718.0,QUALCOMM INC
1011719.0,KINDER MORGAN INC
1011720.0,EQUITRANS MIDSTREAM CORP
1011722.0,ENLINK MIDSTREAM LLC
1011725.0,SMITHFIELD FOODS INC
1011726.0,SUPERIOR FORGE & STEEL CORP
1011729.0,SONOCO PRODUCTS CO
1011739.0,AMERICAN CONSOLIDATED NATURAL RESOURCES INC
1011740.0,SI GROUP USA HOLDINGS (USHA) CORP
1011742.0,BERKSHIRE HATHAWAY INC
1011744.0,MERCURIA ENERGY GROUP HOLDING LTD
1011745.0,EOG RESOURCES INC
1011748.0,PETROGAS INC
1011751.0,JBA USA HOLDINGS LLC
1011763.0,EAGLERIDGE OPERATING LLC
1011765.0,EAGLERIDGE OPERATING LLC
1011767.0,EXXON MOBIL CORP
1011772.0,STATE OF CALIFORNIA
1011775.0,UTILITY PIPELINE LTD
1011779.0,MATHESON TRI-GAS INC
1011782.0,HILCORP ENERGY CO
1011783.0,HILMAR CHEESE CO
1011787.0,HONEYWELL INTERNATIONAL INC
1011789.0,VEOLIA ENVIRONMENTAL SERVICES NORTH AMERICA CORP
1011793.0,MACON-BIBB
1011796.0,REFRICENTER OF MIAMI
1011799.0,METHANEX USA LLC
1011801.0,CITY OF FOUNTAIN INN SOUTH CAROLINA
1011804.0,EAGLE PETROLEUM LLC
1011807.0,MONDY GLOBAL INC
1011809.0,TEX MONCRIEF EXPLORACOUNT II LLC
1011811.0,HARVEST MIDSTREAM CO
1011813.0,QORVO INC
1011817.0,KINDER MORGAN INC
1011818.0,PHILLIPS 66
1011828.0,Enbridge (US) Inc
1011829.0,MATANUSKA ELECTRIC ASSOC INC
1011833.0,INTENSITY MIDSTREAM LLC
1011834.0,OLIN CORP
1011835.0,TRADEQUIM LLC
1011838.0,PNM RESOURCES INC
1011843.0,KINDER MORGAN INC
1011847.0,GULFTEX ENERGY III LP
1011850.0,DOMINION ENERGY INC
1011854.0,FOURPOINT ENERGY LLC
1011855.0,ARCHER DANIELS MIDLAND CO
1011859.0,STYROPEK USA INC
1011863.0,GRASSLAND DAIRY PRODUCTS INC
1011866.0,DUPONT DE NEMOURS INC
1011870.0,Howard Energy Partners LLC
1011873.0,LIME ROCK RESOURCES A LP
1011876.0,DUPONT DE NEMOURS INC
1011881.0,BERKSHIRE HATHAWAY INC
1011885.0,MISSOURI JOINT MUNICIPAL ELECTRIC UTILITY COMMISSION
1011886.0,PEABODY ENERGY CORP
1011889.0,HYDRO EXTRUSION USA LLC
1011891.0,KINDER MORGAN INC
1011892.0,KINDER MORGAN INC
1011893.0,KINDER MORGAN INC
1011895.0,AETHON UNITED BR LP
1011896.0,"JACKRABBIT POWER HOLDINGS, LLC"
1011897.0,Howard Energy Partners LLC
1011900.0,LINDE INC
1011907.0,PROMAN USA INC
1011908.0,CITATION OIL & GAS CORP
1011909.0,ROSEBUD MINING CO
1011913.0,GEOSOUTHERN ENERGY CORP
1011916.0,COUNTY OF STEELE MINNESOTA
1011917.0,OCCIDENTAL PETROLEUM CORP
1011920.0,BUCKEYE PARTNERS LP
1011923.0,WHITE ROCK OIL & GAS LLC
1011930.0,EAGLECLAW MIDSTREAM SERVICES LLC
1011931.0,PHILLIPS 66
1011942.0,DELTA HOUSE FPS LLC
1011945.0,RACETRAC PETROLEUM INC
1011946.0,LOEWS CORP
1011947.0,LOEWS CORP
1011948.0,ENERGY TRANSFER LP
1011949.0,ENERGY TRANSFER LP
1011952.0,KOCH INDUSTRIES INC
1011956.0,BOONE COUNTY IOWA
1011959.0,CITY OF GRAND FORKS NORTH DAKOTA
1011960.0,ENERGY TRANSFER LP
1011961.0,ARCHER DANIELS MIDLAND CO
1011962.0,PAXTON RESOURCES
1011964.0,BASIC AMERICAN INC
1011965.0,LOEWS CORP
1011966.0,PROVIDENCE HEALTH SYSTEM WASHINGTON INC
1011967.0,MPLX LP
1011973.0,TYSON FOODS INC
1011974.0,SOLVAY HOLDING INC
1011978.0,MORNINGSTAR PARTNERS LP
1011979.0,PRATT INDUSTRIES INC
1011980.0,CARGILL INC
1011986.0,STERLING ENERGY GROUP INC
1011987.0,CITY OF COMMERCE GEORGIA
1011988.0,EOG RESOURCES INC
1011989.0,EOG RESOURCES INC
1011994.0,TYSON FOODS INC
1011995.0,HILCORP ENERGY CO
1011998.0,RANGE RESOURCES CORP
1011999.0,OKLAHOMA MUNICIPAL POWER AUTHORITY
1012008.0,EL PASO ELECTRIC CO
1012009.0,TYSON FOODS INC
1012011.0,BERKSHIRE HATHAWAY INC
1012014.0,NEWARK E&P OPERATING LLC
1012015.0,THE SOUTHERN CO
1012016.0,MIDWEST ENERGY INC
1012017.0,GUAM POWER AUTHORITY
1012019.0,GREIF INC
1012020.0,CITY OF MONTICELLO GEORGIA
1012021.0,LIBERTY RESOURCES LLC
1012023.0,BLUE RACER MIDSTREAM LLC
1012025.0,APOLLO IDEMITSU CORP
1012032.0,GUAM POWER AUTHORITY
1012033.0,THE SOUTHERN CO
1012034.0,MASTRONARDI PRODUCE-USA INC
1012035.0,GUAM POWER AUTHORITY
1012037.0,MERITAGE MIDSTREAM SERVICES II LLC
1012039.0,SAINT FRANCIS HEALTH SYSTEM INC
1012042.0,WASTE CONNECTIONS US INC
1012043.0,GOLDEN SPREAD ELECTRIC COOPERATIVE INC
1012045.0,BLACK HILLS CORP
1012051.0,BERKSHIRE HATHAWAY INC
1012053.0,JM HUBER CORP
1012054.0,JOHN HANCOCK MANULIFE
1012058.0,WASTE CONNECTIONS US INC
1012059.0,SHD OIL & GAS LLC
1012060.0,WHITE ROCK OIL & GAS LLC
1012062.0,M6 Midstream LLC
1012063.0,NATIONAL FUEL GAS CO
1012065.0,EDGEWATER GENERATION HOLDINGS LLC
1012067.0,CITY OF ADAIRSVILLE GEORGIA
1012068.0,MATADOR RESOURCES CO
1012074.0,CITY OF VINELAND NEW JERSEY
1012081.0,TAC MANUFACTURING
1012083.0,UNIVERSITY SYSTEM OF NEW HAMPSHIRE
1012086.0,NORTHWELL HEALTH INC
1012089.0,AEMETIS INC
1012091.0,CAPTUREPOINT LLC
1012092.0,CAPTUREPOINT LLC
1012093.0,STATE OF CALIFORNIA
1012094.0,THE NEIL JONES FOOD CO
1012095.0,SRI INTERNATIONAL
1012097.0,CITY OF SANTA CLARA CALIFORNIA
1012100.0,SCOUT ENERGY MANAGEMENT LLC
1012110.0,COUNTY OF ORANGE CALIFORNIA
1012111.0,SMITHFIELD FOODS INC
1012116.0,FIRST CONTINENTIAL INTERNATIONAL (NJ) INC
1012118.0,PERFECT SCORE TECHNOLOGIES LLC
1012121.0,OCCIDENTAL PETROLEUM CORP
1012122.0,CARLYLE GROUP MANAGEMENT LLC
1012123.0,IGAS HOLDINGS INC
1012129.0,CALLON PETROLEUM CO
1012131.0,ENERGY TRANSFER LP
1012133.0,COUNTY OF EDDY NEW MEXICO
1012135.0,HILCORP ENERGY CO
1012138.0,CHENIERE ENERGY INC
1012139.0,BERKSHIRE HATHAWAY INC
1012140.0,BERKSHIRE HATHAWAY INC
1012141.0,DOMINION ENERGY INC
1012142.0,DOMINION ENERGY INC
1012143.0,CHEVRON CORP
1012145.0,CRESCENT POINT ENERGY US CORP
1012146.0,CHEVRON CORP
1012150.0,ENERGY TRANSFER LP
1012151.0,ENERGY TRANSFER LP
1012152.0,WOLVERINE POWER SUPPLY COOPERATIVE INC
1012153.0,KINDER MORGAN INC
1012154.0,BP AMERICA INC
1012157.0,CONOCOPHILLIPS
1012158.0,KINDER MORGAN INC
1012160.0,ARES CAPITAL CORP
1012161.0,MPLX LP
1012164.0,HILCORP ENERGY CO
1012165.0,HILCORP ENERGY CO
1012168.0,ENERGY TRANSFER LP
1012170.0,WACKER CHEMICAL CORP
1012173.0,CC PACKAGING LLC
1012181.0,NP PAPER INVESTOR HOLDINGS LLC
1012184.0,KINDER MORGAN INC
1012186.0,THE WILLIAMS COS INC
1012189.0,THE WILLIAMS COS INC
1012192.0,REPSOL OIL & GAS USA LLC
1012193.0,HARVEST PIPELINE CO
1012194.0,ENERGY TRANSFER LP
1012195.0,THE WILLIAMS COS INC
1012196.0,HAMILTON LIBERTY LLC
1012198.0,WESTERN MIDSTREAM PARTNERS LP
1012200.0,KINDER MORGAN INC
1012201.0,KINDER MORGAN INC
1012202.0,WILLIAMS PARTNERS LP
1012204.0,ENBRIDGE (US) INC
1012205.0,TALLGRASS DEVELOPMENT LP
1012207.0,PHILLIPS 66
1012208.0,ENBRIDGE (US) INC
1012209.0,PHILLIPS 66
1012211.0,PHILLIPS 66
1012213.0,WESTERN MIDSTREAM PARTNERS LP
1012214.0,ENBRIDGE (US) INC
1012218.0,THE WILLIAMS COS INC
1012230.0,CONOCOPHILLIPS
1012231.0,THE WILLIAMS COS INC
1012232.0,THE WILLIAMS COS INC
1012233.0,THE WILLIAMS COS INC
1012236.0,THE WILLIAMS COS INC
1012238.0,PHILLIPS 66
1012240.0,ENBRIDGE (US) INC
1012241.0,ARD OPERATING LLC
1012244.0,THE WILLIAMS COS INC
1012245.0,THE WILLIAMS COS INC
1012248.0,MARATHON PETROLEUM CORP
1012251.0,MARATHON PETROLEUM CORP
1012253.0,DENVER REFRIGERANTS INC
1012256.0,ALINDA CAPITAL PARTNERS LLC
1012257.0,CHEVRON CORP
1012259.0,KINDER MORGAN INC
1012260.0,KINDER MORGAN INC
1012269.0,NATIONAL FUEL GAS CO
1012270.0,KINDER MORGAN INC
1012277.0,KINDER MORGAN INC
1012281.0,KINDER MORGAN INC
1012284.0,KINDER MORGAN INC
1012285.0,KINDER MORGAN INC
1012286.0,WESTERN MIDSTREAM PARTNERS LP
1012289.0,STATE OF CALIFORNIA
1012290.0,KINDER MORGAN INC
1012291.0,KINDER MORGAN INC
1012293.0,RUBY BLOCKER LLC
1012294.0,KINDER MORGAN INC
1012297.0,KINDER MORGAN INC
1012298.0,PIONEER NATURAL RESOURCES CO
1012300.0,HILCORP ENERGY CO
1012301.0,CONOCOPHILLIPS
1012305.0,CHEVRON CORP
1012310.0,ENDURING RESOURCES LLC
1012311.0,CHEVRON CORP
1012317.0,CAERUS OIL & GAS LLC
1012318.0,US GOVERNMENT
1012321.0,PIONEER NATURAL RESOURCES CO
1012322.0,NATIONAL FUEL GAS CO
1012324.0,SHELL PETROLEUM INC
1012329.0,WESTERN MIDSTREAM PARTNERS LP
1012332.0,MUSTANG FUEL CORP
1012336.0,NATIONAL FUEL GAS CO
1012340.0,MUSTANG FUEL CORP
1012341.0,WESTERN MIDSTREAM PARTNERS LP
1012347.0,AVISTA CORP
1012348.0,CALIFORNIA RESOURCES CORP
1012351.0,CALIFORNIA RESOURCES CORP
1012352.0,NUCOR CORP
1012353.0,DEVON ENERGY CORP
1012355.0,CPPIB Vedder US Holdings LLC
1012357.0,IKAV Impact USA Inc
1012358.0,MERIT ENERGY CO LLC
1012359.0,LAREDO PETROLEUM INC
1012360.0,CALIFORNIA RESOURCES CORP
1012361.0,CALIFORNIA RESOURCES CORP
1012365.0,DEVON ENERGY CORP
1012373.0,SOUTH TEXAS ELECTRIC COOPERATIVE INC
1012374.0,TA CHEN INTERNATIONAL INC
1012375.0,GRANGES AMERICAS INC
1012376.0,CHEVRON CORP
1012378.0,SENTINEL PEAK RESOURCES LLC
1012379.0,HEARTHSTONE UTILITIES INC
1012380.0,PEPSICO INC
1012381.0,Enbridge (US) Inc
1012382.0,Enbridge (US) Inc
1012383.0,ENERGY TRANSFER LP
1012385.0,ENERGY TRANSFER LP
1012386.0,ENERGY TRANSFER LP
1012387.0,ENERGY TRANSFER LP
1012388.0,ENERGY TRANSFER LP
1012390.0,ENERGY TRANSFER LP
1012392.0,ENERGY TRANSFER LP
1012393.0,ENERGY TRANSFER LP
1012394.0,COLUMBIA COUNTY GEORGIA
1012395.0,ENERGY TRANSFER LP
1012396.0,ENERGY TRANSFER LP
1012397.0,ENERGY TRANSFER LP
1012398.0,ENERGY TRANSFER LP
1012401.0,ALTA MESA RESOURCES INC
1012402.0,PETE LIEN & SONS INC
1012407.0,MASONITE INTERNATIONAL CORP
1012409.0,ENERGY TRANSFER LP
1012413.0,ENERGY TRANSFER LP
1012414.0,IIF US HOLDING LP
1012416.0,Enbridge (US) Inc
1012418.0,ENERGY TRANSFER LP
1012422.0,COUNTY OF LAURENS GEORGIA
1012424.0,SELECT MILK PRODUCERS INC
1012427.0,ENERGY TRANSFER LP
1012430.0,AVANGRID INC
1012432.0,Durango Midstream LLC
1012433.0,MERIT ENERGY CO LLC
1012435.0,EPIC MIDSTREAM LLC
1012436.0,WASTE CONNECTIONS US INC
1012437.0,BLACKBEARD OPERATING LLC
1012446.0,WTG JAMESON LP
1012447.0,ROCKLAND CAPITAL LLC
1012448.0,CREE INC
1012449.0,BLACKBEARD OPERATING LLC
1012450.0,MAVERICK NATURAL RESOURCES LLC
1012452.0,KINDER MORGAN INC
1012453.0,DUGAN PRODUCTION CORP
1012455.0,DURANGO MIDSTREAM HOLDINGS LLC
1012456.0,BRADFORD WHITE CORP
1012457.0,WTG GAS PROCESSING LP
1012459.0,EXXON MOBIL CORP
1012461.0,WTG SOUTH PERMIAN MIDSTREAM LLC
1012463.0,ENTERPRISE PRODUCTS PARTNERS LP
1012464.0,DIVIDE CREEK GATHERING SYSTEM LLC
1012465.0,TARGA RESOURCES CORP
1012466.0,TARGA RESOURCES CORP
1012467.0,EQUITRANS MIDSTREAM CORP
1012468.0,ENTERPRISE PRODUCTS PARTNERS LP
1012469.0,PHILLIPS 66
1012470.0,TARGA RESOURCES CORP
1012472.0,TARGA RESOURCES CORP
1012473.0,GIP Pilot Acquisition Partners LP
1012474.0,KINDER MORGAN INC
1012475.0,"Oaktree Capital Group, LLC"
1012478.0,ENTERPRISE PRODUCTS PARTNERS LP
1012479.0,MPLX LP
1012480.0,IKAV Impact USA Inc
1012481.0,HYDRO EXTRUSION USA LLC
1012482.0,MPLX LP
1012483.0,MPLX LP
1012484.0,MPLX LP
1012486.0,DOMINION ENERGY INC
1012487.0,ENTERPRISE PRODUCTS PARTNERS LP
1012492.0,ENTERPRISE PRODUCTS PARTNERS LP
1012493.0,SPANGLER COMPANIES INC
1012494.0,LNG MANAGEMENT SERVICES LLC
1012495.0,TARGA RESOURCES CORP
1012496.0,MPLX LP
1012500.0,TARGA RESOURCES CORP
1012501.0,TRANSCANADA PIPELINE USA LTD
1012503.0,MPLX LP
1012504.0,MPLX LP
1012506.0,ONEOK INC
1012507.0,TARGA RESOURCES CORP
1012509.0,AETHON UNITED BR LP
1012511.0,AETHON UNITED BR LP
1012512.0,TRANSCANADA PIPELINE USA LTD
1012516.0,INGREDION INC
1012517.0,ALCOA CORP
1012519.0,ENTERPRISE PRODUCTS PARTNERS LP
1012520.0,ENTERPRISE PRODUCTS PARTNERS LP
1012522.0,TARGA RESOURCES CORP
1012523.0,TARGA RESOURCES CORP
1012524.0,ENTERPRISE PRODUCTS PARTNERS LP
1012526.0,TARGA RESOURCES CORP
1012527.0,LOUISIANA-PACIFIC CORP
1012528.0,SCOUT ENERGY MANAGEMENT LLC
1012530.0,EXXON MOBIL CORP
1012532.0,BLUE RACER MIDSTREAM LLC
1012534.0,COMPASS PRODUCTION PARTNERS LP
1012537.0,NORTHEAST NATURAL ENERGY LLC
1012538.0,UNIT CORP
1012539.0,EXXON MOBIL CORP
1012541.0,EXXON MOBIL CORP
1012544.0,BKV CORP
1012545.0,BKV CORP
1012546.0,EXXON MOBIL CORP
1012548.0,ARCOSA INC
1012551.0,OCCIDENTAL PETROLEUM CORP
1012552.0,EXXON MOBIL CORP
1012554.0,LAND O LAKES INC
1012557.0,GRAYSON MILL OPERATING LLC
1012558.0,KINDER MORGAN INC
1012559.0,EXXON MOBIL CORP
1012560.0,EXXON MOBIL CORP
1012563.0,BLUE RACER MIDSTREAM LLC
1012564.0,OSCO INDUSTRIES INC
1012565.0,KINDER MORGAN INC
1012566.0,KINDER MORGAN INC
1012567.0,BEAVER DAM ENERGY LLC
1012568.0,EXXON MOBIL CORP
1012571.0,HILCORP ENERGY CO
1012572.0,MARATHON OIL CORP
1012573.0,MIAMI-DADE WATER & SEWER
1012576.0,KINDER MORGAN INC
1012582.0,RIVERSIDE ENERGY MICHIGAN LLC
1012583.0,MURPHY OIL CORP
1012587.0,MSIP-SSCC HOLDINGS LLC
1012589.0,DT Midstream INC
1012590.0,WAPITI OPERATING LLC
1012594.0,VERDUN OIL CO
1012595.0,EXXON MOBIL CORP
1012596.0,EXXON MOBIL CORP
1012597.0,KINDER MORGAN INC
1012598.0,TIMBER CREEK OPERATING LLC
1012599.0,ROUNDTOP ENERGY LLC
1012600.0,NATIONAL FUEL GAS CO
1012602.0,EQT CORP
1012603.0,STANOLIND PRODUCTION LLC
1012605.0,NEXTERA ENERGY INC
1012606.0,PORTLAND GENERAL ELECTRIC CO
1012607.0,COLT MIDSTREAM LLC
1012612.0,HILCORP ENERGY CO
1012615.0,SUMMIT MIDSTREAM PARTNERS LP
1012616.0,ONEOK INC
1012617.0,ONEOK INC
1012618.0,ONEOK INC
1012619.0,ONEOK INC
1012622.0,SUMMIT MIDSTREAM PARTNERS LP
1012623.0,EP ENERGY CORP
1012624.0,REPSOL OIL & GAS USA LLC
1012625.0,ARCELORMITTAL HOLDINGS LLC
1012626.0,MORNINGSTAR PARTNERS LP
1012628.0,EP ENERGY CORP
1012630.0,GIP Pilot Acquisition Partners LP
1012631.0,SUMMIT MIDSTREAM PARTNERS LP
1012632.0,EAGLECLAW MIDSTREAM SERVICES LLC
1012633.0,ENERGY TRANSFER LP
1012634.0,CMS ENERGY CORP
1012638.0,PRODUCERS MIDSTREAM II LLC
1012641.0,TRANSCANADA PIPELINE USA LTD
1012642.0,MERIT ENERGY CO LLC
1012643.0,MERIT ENERGY CO LLC
1012645.0,LAMB WESTON HOLDINGS INC
1012646.0,BERKSHIRE HATHAWAY INC
1012647.0,Enbridge (US) Inc
1012651.0,HERITAGE-CRYSTAL CLEAN INC
1012652.0,ANTERO MIDSTREAM LLC
1012654.0,ENERGY TRANSFER LP
1012658.0,ONEOK INC
1012659.0,ONEOK INC
1012662.0,PG&E CORP
1012667.0,ONEOK INC
1012668.0,ENLINK MIDSTREAM LLC
1012671.0,SAINT-GOBAIN CORP
1012672.0,COLT MIDSTREAM LLC
1012675.0,EAGLECLAW MIDSTREAM SERVICES LLC
1012676.0,EAGLECLAW MIDSTREAM SERVICES LLC
1012677.0,MERIT ENERGY CO LLC
1012679.0,ONE ROCK CAPITAL PARTNERS LLC
1012680.0,US REALM VENTURES LLC
1012681.0,EQUITRANS MIDSTREAM CORP
1012682.0,GIP Pilot Acquisition Partners LP
1012685.0,GIP Pilot Acquisition Partners LP
1012686.0,KINDER MORGAN INC
1012687.0,ENERVEST OPERATING LLC
1012688.0,MERIT ENERGY CO LLC
1012691.0,ENERGY TRANSFER LP
1012693.0,JAMES HARDIE INDUSTRIES PUBLIC LTD CO
1012694.0,MOHAWK INDUSTRIES INC
1012696.0,M6 Midstream LLC
1012697.0,TRANSCANADA PIPELINE USA LTD
1012698.0,CF INDUSTRIES HOLDINGS INC
1012700.0,M6 Midstream LLC
1012701.0,THE WILLIAMS COS INC
1012702.0,ENERGY TRANSFER LP
1012703.0,MERIT ENERGY CO LLC
1012704.0,KINDER MORGAN INC
1012705.0,ENERVEST OPERATING LLC
1012706.0,HILCORP ENERGY CO
1012707.0,PENNSYLVANIA GENERAL ENERGY CORP
1012708.0,COTERRA ENERGY INC
1012709.0,UNIT CORP
1012710.0,EOG RESOURCES INC
1012711.0,"Blackhill Energy, LLC"
1012712.0,HUNT CRUDE OIL SUPPLY CO LLC
1012713.0,BERRY CORP (BRY)
1012714.0,ANTERO MIDSTREAM LLC
1012717.0,EOG RESOURCES INC
1012718.0,DENBURY INC
1012720.0,UNIT CORP
1012721.0,CHEVRON CORP
1012722.0,HILCORP ENERGY CO
1012723.0,AETHON UNITED BR LP
1012724.0,LOGOS RESOURCES LLC
1012726.0,EOG RESOURCES INC
1012727.0,DENBURY INC
1012731.0,ENLINK MIDSTREAM LLC
1012732.0,BERKSHIRE HATHAWAY INC
1012734.0,JAY-BEE OIL & GAS INC
1012737.0,ENLINK MIDSTREAM LLC
1012740.0,1804 LTD
1012742.0,CALLON PETROLEUM CO
1012744.0,NATIONAL FUEL GAS CO
1012745.0,RIO ENERGY INTERNATIONAL INC
1012749.0,CHESAPEAKE UTILITIES CORP
1012750.0,JAY-BEE OIL & GAS INC
1012752.0,SEMPRA ENERGY 
1012755.0,DENBURY INC
1012757.0,HILCORP ENERGY CO
1012759.0,DENBURY INC
1012760.0,OVINTIV INC
1012762.0,CNX RESOURCES CORP
1012763.0,DENBURY INC
1012764.0,MOUNTAINEER GAS CO
1012765.0,WEST FRASER INC
1012768.0,ENLINK MIDSTREAM LLC
1012769.0,ENLINK MIDSTREAM LLC
1012773.0,TERRA ENERGY PARTNERS LLC
1012775.0,LOEWS CORP
1012777.0,MEMORIAL RESOURCE DEVELOPMENT LLC
1012778.0,MERIT ENERGY CO LLC
1012780.0,SEM OPERATING CO LLC
1012781.0,ENLINK MIDSTREAM LLC
1012783.0,EOG RESOURCES INC
1012784.0,EOG RESOURCES INC
1012785.0,LARAMIE ENERGY LLC
1012787.0,3CM HOLDINGS LLC
1012788.0,ENLINK MIDSTREAM LLC
1012789.0,DAVIS MINING & MANUFACTURING INC
1012790.0,HESS CORP
1012794.0,ENLINK MIDSTREAM LLC
1012796.0,EOG RESOURCES INC
1012800.0,BLACK HILLS CORP
1012804.0,ENLINK MIDSTREAM LLC
1012806.0,ENLINK MIDSTREAM LLC
1012808.0,MUHR UND BENDER KG
1012809.0,ENLINK MIDSTREAM LLC
1012810.0,ENLINK MIDSTREAM LLC
1012811.0,ENLINK MIDSTREAM LLC
1012812.0,ENLINK MIDSTREAM LLC
1012815.0,ENERGY TRANSFER LP
1012817.0,FLYWHEEL ENERGY LLC
1012818.0,LEWIS ENERGY GROUP LP
1012819.0,LAMBDA ENERGY RESOURCES LLC
1012820.0,OCCIDENTAL PETROLEUM CORP
1012821.0,LOEWS CORP
1012822.0,URBAN OIL & GAS GROUP LLC
1012826.0,CHEVRON CORP
1012835.0,OVINTIV INC
1012839.0,JAMES MADISON UNIVERSITY
1012840.0,WOLVERINE POWER SUPPLY COOPERATIVE INC
1012843.0,TECHNICAL CHEMICAL CO
1012844.0,ALBANY GREEN ENERGY LLC
1012845.0,TARGA RESOURCES CORP
1012849.0,NEW YORK CITY HEALTH & HOSPITALS CORP
1012851.0,COUNTY OF HAWAI'I HAWAII
1012853.0,WABASH VALLEY POWER ASSOC
1012857.0,AGROPUR INC
1012859.0,MACQUARIE HOLDINGS (USA) INC
1012861.0,ARSENAL ENERGY HOLDINGS LLC
1012864.0,AGROPUR INC
1012865.0,PBF ENERGY INC
1012867.0,INGEVITY CORP
1012869.0,Salem Harbor Power Development LP
1012879.0,FREFIKA FOUNDATION
1012885.0,CPV POWER HOLDINGS LP
1012887.0,COMSTAR INTERNATIONAL INC
1012891.0,ABILENE ENVIRONMENTAL LANDFILL INC
1012893.0,BLUECREST ENERGY INC
1012897.0,ENERGY TRANSFER LP
1012901.0,ENERGY TRANSFER LP
1012903.0,REPUBLIC SERVICES INC
1012904.0,MATHESON TRI-GAS INC
1012906.0,ENERGY TRANSFER LP
1012908.0,CATAMOUNT ENERGY PARTNERS LLC
1012910.0,PEAKER POWER LLC
1012911.0,PEAKER POWER LLC
1012912.0,CITYSERVICEVALCON LLC
1012913.0,KINDER MORGAN INC
1012914.0,KINDER MORGAN INC
1012915.0,KINDER MORGAN INC
1012916.0,KINDER MORGAN INC
1012918.0,IOWA FERTLIZER CO LLC
1012919.0,TRUE OIL LLC
1012920.0,PHILLIPS 66
1012921.0,TALLGRASS DEVELOPMENT LP
1012923.0,TALLGRASS DEVELOPMENT LP
1012929.0,KINDER MORGAN INC
1012930.0,TYSON FOODS INC
1012931.0,THE WILLIAMS COS INC
1012932.0,OREGON CLEAN ENERGY CENTER
1012936.0,DIVERSIFIED GAS & OIL CORP
1012937.0,ELBOW RIVER MARKETING USA LTD
1012942.0,ARES MANAGEMENT CORP
1012943.0,Enbridge (US) Inc
1012944.0,BERKSHIRE HATHAWAY INC
1012945.0,KREWE ENERGY LLC
1012947.0,SOUTHWESTERN PRODUCTION CORP
1012948.0,MEXICHEM SPECIALTY RESINS INC
1012952.0,SCOUT ENERGY MANAGEMENT LLC
